f,f2,sample_ID,file_name,bird_ID,id
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 170_1380 2021-10-07 Snap-2199_inv.jpg,Ruff 170_1380 2021-10-07 Snap-2199_inv.jpg,170,Ruff 170_1380 2021-10-07 Snap-2199_inv.jpg,1380,461
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 194_G200061 2021-10-20 Snap-2635_inv.jpg,Ruff 194_G200061 2021-10-20 Snap-2635_inv.jpg,194,Ruff 194_G200061 2021-10-20 Snap-2635_inv.jpg,G200061,462
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 055_1305 2021-05-21 Snap-0976_inv.jpg,Ruff 055_1305 2021-05-21 Snap-0976_inv.jpg,055,Ruff 055_1305 2021-05-21 Snap-0976_inv.jpg,1305,463
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 127_AIFA-016507 2021-06-18 Snap-1409_inv.jpg,Ruff 127_AIFA-016507 2021-06-18 Snap-1409_inv.jpg,127,Ruff 127_AIFA-016507 2021-06-18 Snap-1409_inv.jpg,AIFA-016507,464
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 021_1345 2021-05-19 Snap-0701_inv.jpg,Ruff 021_1345 2021-05-19 Snap-0701_inv.jpg,021,Ruff 021_1345 2021-05-19 Snap-0701_inv.jpg,1345,465
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 055_1305 2021-05-21 Snap-0963_inv.jpg,Ruff 055_1305 2021-05-21 Snap-0963_inv.jpg,055,Ruff 055_1305 2021-05-21 Snap-0963_inv.jpg,1305,466
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 077_1687 2021-06-04 Snap-1094_inv.jpg,Ruff 077_1687 2021-06-04 Snap-1094_inv.jpg,077,Ruff 077_1687 2021-06-04 Snap-1094_inv.jpg,1687,467
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 135_G200062 2021-07-14 Snap-1582_inv.jpg,Ruff 135_G200062 2021-07-14 Snap-1582_inv.jpg,135,Ruff 135_G200062 2021-07-14 Snap-1582_inv.jpg,G200062,468
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 162_AIFA01511 2021-07-28 Snap-1745_inv.jpg,Ruff 162_AIFA01511 2021-07-28 Snap-1745_inv.jpg,162,Ruff 162_AIFA01511 2021-07-28 Snap-1745_inv.jpg,AIFA01511,469
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 202_1398 2021-10-22 Snap-2850_inv.jpg,Ruff 202_1398 2021-10-22 Snap-2850_inv.jpg,202,Ruff 202_1398 2021-10-22 Snap-2850_inv.jpg,1398,470
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 195_1383 2021-10-20 Snap-2680_inv.jpg,Ruff 195_1383 2021-10-20 Snap-2680_inv.jpg,195,Ruff 195_1383 2021-10-20 Snap-2680_inv.jpg,1383,471
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 034_1361 2021-05-25 Snap-0993_inv.jpg,Ruff 034_1361 2021-05-25 Snap-0993_inv.jpg,034,Ruff 034_1361 2021-05-25 Snap-0993_inv.jpg,1361,472
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 055_1305 2021-05-21 Snap-0985_inv.jpg,Ruff 055_1305 2021-05-21 Snap-0985_inv.jpg,055,Ruff 055_1305 2021-05-21 Snap-0985_inv.jpg,1305,473
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 050_952 2021-05-21 Snap-0941_inv.jpg,Ruff 050_952 2021-05-21 Snap-0941_inv.jpg,050,Ruff 050_952 2021-05-21 Snap-0941_inv.jpg,952,474
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 209_1651 2021-10-26 Snap-3019_inv.jpg,Ruff 209_1651 2021-10-26 Snap-3019_inv.jpg,209,Ruff 209_1651 2021-10-26 Snap-3019_inv.jpg,1651,475
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 124_G200069 2021-06-17 Snap-1379_inv.jpg,Ruff 124_G200069 2021-06-17 Snap-1379_inv.jpg,124,Ruff 124_G200069 2021-06-17 Snap-1379_inv.jpg,G200069,476
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 028_1659 2021-05-20 Snap-0801_inv.jpg,Ruff 028_1659 2021-05-20 Snap-0801_inv.jpg,028,Ruff 028_1659 2021-05-20 Snap-0801_inv.jpg,1659,477
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 200_1300 2021-10-22 Snap-2819_inv.jpg,Ruff 200_1300 2021-10-22 Snap-2819_inv.jpg,200,Ruff 200_1300 2021-10-22 Snap-2819_inv.jpg,1300,478
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 208_1348 2021-10-26 Snap-2986_inv.jpg,Ruff 208_1348 2021-10-26 Snap-2986_inv.jpg,208,Ruff 208_1348 2021-10-26 Snap-2986_inv.jpg,1348,479
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 078_1654 2021-06-10 Snap-1243_inv.jpg,Ruff 078_1654 2021-06-10 Snap-1243_inv.jpg,078,Ruff 078_1654 2021-06-10 Snap-1243_inv.jpg,1654,480
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 208_1348 2021-10-26 Snap-2999_inv.jpg,Ruff 208_1348 2021-10-26 Snap-2999_inv.jpg,208,Ruff 208_1348 2021-10-26 Snap-2999_inv.jpg,1348,481
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 078_1654 2021-06-10 Snap-1237_inv.jpg,Ruff 078_1654 2021-06-10 Snap-1237_inv.jpg,078,Ruff 078_1654 2021-06-10 Snap-1237_inv.jpg,1654,482
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 200_1300 2021-10-22 Snap-2805_inv.jpg,Ruff 200_1300 2021-10-22 Snap-2805_inv.jpg,200,Ruff 200_1300 2021-10-22 Snap-2805_inv.jpg,1300,483
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 124_G200069 2021-06-17 Snap-1368_inv.jpg,Ruff 124_G200069 2021-06-17 Snap-1368_inv.jpg,124,Ruff 124_G200069 2021-06-17 Snap-1368_inv.jpg,G200069,484
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 139_G200073 2021-09-28 Snap-1844_inv.jpg,Ruff 139_G200073 2021-09-28 Snap-1844_inv.jpg,139,Ruff 139_G200073 2021-09-28 Snap-1844_inv.jpg,G200073,485
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 028_1659 2021-05-20 Snap-0820_inv.jpg,Ruff 028_1659 2021-05-20 Snap-0820_inv.jpg,028,Ruff 028_1659 2021-05-20 Snap-0820_inv.jpg,1659,486
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 163_G17267 2021-07-28 Snap-1756_inv.jpg,Ruff 163_G17267 2021-07-28 Snap-1756_inv.jpg,163,Ruff 163_G17267 2021-07-28 Snap-1756_inv.jpg,G17267,487
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 208_1348 2021-10-26 Snap-2994_inv.jpg,Ruff 208_1348 2021-10-26 Snap-2994_inv.jpg,208,Ruff 208_1348 2021-10-26 Snap-2994_inv.jpg,1348,488
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 167_A079561654 2021-10-07 Snap-2175_inv.jpg,Ruff 167_A079561654 2021-10-07 Snap-2175_inv.jpg,167,Ruff 167_A079561654 2021-10-07 Snap-2175_inv.jpg,A079561654,489
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 199_G200060 2021-10-21 Snap-2762_inv.jpg,Ruff 199_G200060 2021-10-21 Snap-2762_inv.jpg,199,Ruff 199_G200060 2021-10-21 Snap-2762_inv.jpg,G200060,490
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 154_1368 2021-10-05 Snap-2062_inv.jpg,Ruff 154_1368 2021-10-05 Snap-2062_inv.jpg,154,Ruff 154_1368 2021-10-05 Snap-2062_inv.jpg,1368,491
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 021_1345 2021-05-19 Snap-0725_inv.jpg,Ruff 021_1345 2021-05-19 Snap-0725_inv.jpg,021,Ruff 021_1345 2021-05-19 Snap-0725_inv.jpg,1345,492
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 144_G200529 2021-09-30 Snap-1988_inv.jpg,Ruff 144_G200529 2021-09-30 Snap-1988_inv.jpg,144,Ruff 144_G200529 2021-09-30 Snap-1988_inv.jpg,G200529,493
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 219_G200068 2021-10-12 Snap-2275_inv.jpg,Ruff 219_G200068 2021-10-12 Snap-2275_inv.jpg,219,Ruff 219_G200068 2021-10-12 Snap-2275_inv.jpg,G200068,494
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 173_1336 2021-10-13 Snap-2357_inv.jpg,Ruff 173_1336 2021-10-13 Snap-2357_inv.jpg,173,Ruff 173_1336 2021-10-13 Snap-2357_inv.jpg,1336,495
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 191_1351 2021-10-19 Snap-2589_inv.jpg,Ruff 191_1351 2021-10-19 Snap-2589_inv.jpg,191,Ruff 191_1351 2021-10-19 Snap-2589_inv.jpg,1351,496
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 001_1649 2021-11-05 Snap-3267_inv.jpg,Ruff 001_1649 2021-11-05 Snap-3267_inv.jpg,001,Ruff 001_1649 2021-11-05 Snap-3267_inv.jpg,1649,497
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 003_1331 2021-05-18 Snap-0602_inv.jpg,Ruff 003_1331 2021-05-18 Snap-0602_inv.jpg,003,Ruff 003_1331 2021-05-18 Snap-0602_inv.jpg,1331,498
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 142_G20005 2021-09-29 Snap-1906_inv.jpg,Ruff 142_G20005 2021-09-29 Snap-1906_inv.jpg,142,Ruff 142_G20005 2021-09-29 Snap-1906_inv.jpg,G20005,499
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 144_G200529 2021-09-30 Snap-1981_inv.jpg,Ruff 144_G200529 2021-09-30 Snap-1981_inv.jpg,144,Ruff 144_G200529 2021-09-30 Snap-1981_inv.jpg,G200529,500
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 164_A079561656 2021-10-07 Snap-2153_inv.jpg,Ruff 164_A079561656 2021-10-07 Snap-2153_inv.jpg,164,Ruff 164_A079561656 2021-10-07 Snap-2153_inv.jpg,A079561656,501
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 202_1398 2021-10-22 Snap-2846_inv.jpg,Ruff 202_1398 2021-10-22 Snap-2846_inv.jpg,202,Ruff 202_1398 2021-10-22 Snap-2846_inv.jpg,1398,502
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 202_1398 2021-10-22 Snap-2860_inv.jpg,Ruff 202_1398 2021-10-22 Snap-2860_inv.jpg,202,Ruff 202_1398 2021-10-22 Snap-2860_inv.jpg,1398,503
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 077_1687 2021-06-04 Snap-1088_inv.jpg,Ruff 077_1687 2021-06-04 Snap-1088_inv.jpg,077,Ruff 077_1687 2021-06-04 Snap-1088_inv.jpg,1687,504
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 195_1383 2021-10-20 Snap-2673_inv.jpg,Ruff 195_1383 2021-10-20 Snap-2673_inv.jpg,195,Ruff 195_1383 2021-10-20 Snap-2673_inv.jpg,1383,505
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 060_1381 2021-06-06 Snap-1121_inv.jpg,Ruff 060_1381 2021-06-06 Snap-1121_inv.jpg,060,Ruff 060_1381 2021-06-06 Snap-1121_inv.jpg,1381,506
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 123_1326 2021-06-17 Snap-1389_inv.jpg,Ruff 123_1326 2021-06-17 Snap-1389_inv.jpg,123,Ruff 123_1326 2021-06-17 Snap-1389_inv.jpg,1326,507
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 202_1398 2021-10-22 Snap-2847_inv.jpg,Ruff 202_1398 2021-10-22 Snap-2847_inv.jpg,202,Ruff 202_1398 2021-10-22 Snap-2847_inv.jpg,1398,508
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 167_A079561654 2021-10-07 Snap-2179_inv.jpg,Ruff 167_A079561654 2021-10-07 Snap-2179_inv.jpg,167,Ruff 167_A079561654 2021-10-07 Snap-2179_inv.jpg,A079561654,509
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 209_1651 2021-10-26 Snap-3010_inv.jpg,Ruff 209_1651 2021-10-26 Snap-3010_inv.jpg,209,Ruff 209_1651 2021-10-26 Snap-3010_inv.jpg,1651,510
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 003_1331 2021-05-18 Snap-0604_inv.jpg,Ruff 003_1331 2021-05-18 Snap-0604_inv.jpg,003,Ruff 003_1331 2021-05-18 Snap-0604_inv.jpg,1331,511
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 149_1681 2021-10-06 Snap-2093_inv.jpg,Ruff 149_1681 2021-10-06 Snap-2093_inv.jpg,149,Ruff 149_1681 2021-10-06 Snap-2093_inv.jpg,1681,512
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 134_G200531 2021-07-13 Snap-1574_inv.jpg,Ruff 134_G200531 2021-07-13 Snap-1574_inv.jpg,134,Ruff 134_G200531 2021-07-13 Snap-1574_inv.jpg,G200531,513
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 162_AIFA01511 2021-07-28 Snap-1743_inv.jpg,Ruff 162_AIFA01511 2021-07-28 Snap-1743_inv.jpg,162,Ruff 162_AIFA01511 2021-07-28 Snap-1743_inv.jpg,AIFA01511,514
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 163_G17267 2021-07-28 Snap-1753_inv.jpg,Ruff 163_G17267 2021-07-28 Snap-1753_inv.jpg,163,Ruff 163_G17267 2021-07-28 Snap-1753_inv.jpg,G17267,515
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 144_G200529 2021-09-30 Snap-1989_inv.jpg,Ruff 144_G200529 2021-09-30 Snap-1989_inv.jpg,144,Ruff 144_G200529 2021-09-30 Snap-1989_inv.jpg,G200529,516
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 168_1341 2021-07-28 Snap-1785_inv.jpg,Ruff 168_1341 2021-07-28 Snap-1785_inv.jpg,168,Ruff 168_1341 2021-07-28 Snap-1785_inv.jpg,1341,517
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 026_1682 2021-05-20 Snap-0887_inv.jpg,Ruff 026_1682 2021-05-20 Snap-0887_inv.jpg,026,Ruff 026_1682 2021-05-20 Snap-0887_inv.jpg,1682,518
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 034_1361 2021-05-25 Snap-1006_inv.jpg,Ruff 034_1361 2021-05-25 Snap-1006_inv.jpg,034,Ruff 034_1361 2021-05-25 Snap-1006_inv.jpg,1361,519
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 128_A0414175 2021-06-18 Snap-1442_inv.jpg,Ruff 128_A0414175 2021-06-18 Snap-1442_inv.jpg,128,Ruff 128_A0414175 2021-06-18 Snap-1442_inv.jpg,A0414175,520
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 125_G14223 2021-06-17 Snap-1340_inv.jpg,Ruff 125_G14223 2021-06-17 Snap-1340_inv.jpg,125,Ruff 125_G14223 2021-06-17 Snap-1340_inv.jpg,G14223,521
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 168_1341 2021-07-28 Snap-1781_inv.jpg,Ruff 168_1341 2021-07-28 Snap-1781_inv.jpg,168,Ruff 168_1341 2021-07-28 Snap-1781_inv.jpg,1341,522
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 173_1336 2021-10-13 Snap-2370_inv.jpg,Ruff 173_1336 2021-10-13 Snap-2370_inv.jpg,173,Ruff 173_1336 2021-10-13 Snap-2370_inv.jpg,1336,523
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/6/Ruff 084_1375 2021-11-11 Snap-3374.jpg,Ruff 084_1375 2021-11-11 Snap-3374.jpg,084,Ruff 084_1375 2021-11-11 Snap-3374.jpg,1375,524
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 159_G200059 2021-07-26 Snap-1726_inv.jpg,Ruff 159_G200059 2021-07-26 Snap-1726_inv.jpg,159,Ruff 159_G200059 2021-07-26 Snap-1726_inv.jpg,G200059,525
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 129_G200070 2021-06-18 Snap-1488_inv.jpg,Ruff 129_G200070 2021-06-18 Snap-1488_inv.jpg,129,Ruff 129_G200070 2021-06-18 Snap-1488_inv.jpg,G200070,526
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/6/Ruff 088_1316 2021-11-10 Snap-3295.jpg,Ruff 088_1316 2021-11-10 Snap-3295.jpg,088,Ruff 088_1316 2021-11-10 Snap-3295.jpg,1316,527
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 021_1345 2021-05-19 Snap-0709_inv.jpg,Ruff 021_1345 2021-05-19 Snap-0709_inv.jpg,021,Ruff 021_1345 2021-05-19 Snap-0709_inv.jpg,1345,528
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 139_G200073 2021-09-28 Snap-1847_inv.jpg,Ruff 139_G200073 2021-09-28 Snap-1847_inv.jpg,139,Ruff 139_G200073 2021-09-28 Snap-1847_inv.jpg,G200073,529
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 057_1332 2021-06-06 Snap-1178_inv.jpg,Ruff 057_1332 2021-06-06 Snap-1178_inv.jpg,057,Ruff 057_1332 2021-06-06 Snap-1178_inv.jpg,1332,530
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 140_1372 2021-09-28 Snap-1855_inv.jpg,Ruff 140_1372 2021-09-28 Snap-1855_inv.jpg,140,Ruff 140_1372 2021-09-28 Snap-1855_inv.jpg,1372,531
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 154_1368 2021-10-05 Snap-2073_inv.jpg,Ruff 154_1368 2021-10-05 Snap-2073_inv.jpg,154,Ruff 154_1368 2021-10-05 Snap-2073_inv.jpg,1368,532
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 194_G200061 2021-10-20 Snap-2652_inv.jpg,Ruff 194_G200061 2021-10-20 Snap-2652_inv.jpg,194,Ruff 194_G200061 2021-10-20 Snap-2652_inv.jpg,G200061,533
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 191_1351 2021-10-19 Snap-2588_inv.jpg,Ruff 191_1351 2021-10-19 Snap-2588_inv.jpg,191,Ruff 191_1351 2021-10-19 Snap-2588_inv.jpg,1351,534
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 170_1380 2021-10-07 Snap-2191_inv.jpg,Ruff 170_1380 2021-10-07 Snap-2191_inv.jpg,170,Ruff 170_1380 2021-10-07 Snap-2191_inv.jpg,1380,535
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 082_1301 2021-10-28 Snap-3149_inv.jpg,Ruff 082_1301 2021-10-28 Snap-3149_inv.jpg,082,Ruff 082_1301 2021-10-28 Snap-3149_inv.jpg,1301,536
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 034_1361 2021-05-25 Snap-0998_inv.jpg,Ruff 034_1361 2021-05-25 Snap-0998_inv.jpg,034,Ruff 034_1361 2021-05-25 Snap-0998_inv.jpg,1361,537
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/7/Ruff 133_1333 2022-03-09 Snap-3457_inv.jpg,Ruff 133_1333 2022-03-09 Snap-3457_inv.jpg,133,Ruff 133_1333 2022-03-09 Snap-3457_inv.jpg,1333,538
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 206_1367 2021-10-25 Snap-2945_inv.jpg,Ruff 206_1367 2021-10-25 Snap-2945_inv.jpg,206,Ruff 206_1367 2021-10-25 Snap-2945_inv.jpg,1367,539
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 129_G200070 2021-06-18 Snap-1485_inv.jpg,Ruff 129_G200070 2021-06-18 Snap-1485_inv.jpg,129,Ruff 129_G200070 2021-06-18 Snap-1485_inv.jpg,G200070,540
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 034_1361 2021-05-25 Snap-0988_inv.jpg,Ruff 034_1361 2021-05-25 Snap-0988_inv.jpg,034,Ruff 034_1361 2021-05-25 Snap-0988_inv.jpg,1361,541
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 003_1331 2021-05-18 Snap-0610_inv.jpg,Ruff 003_1331 2021-05-18 Snap-0610_inv.jpg,003,Ruff 003_1331 2021-05-18 Snap-0610_inv.jpg,1331,542
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 170_1380 2021-10-07 Snap-2189_inv.jpg,Ruff 170_1380 2021-10-07 Snap-2189_inv.jpg,170,Ruff 170_1380 2021-10-07 Snap-2189_inv.jpg,1380,543
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 051_1310 2021-05-21 Snap-0913_inv.jpg,Ruff 051_1310 2021-05-21 Snap-0913_inv.jpg,051,Ruff 051_1310 2021-05-21 Snap-0913_inv.jpg,1310,544
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/7/Ruff 133_1333 2022-03-09 Snap-3469_inv.jpg,Ruff 133_1333 2022-03-09 Snap-3469_inv.jpg,133,Ruff 133_1333 2022-03-09 Snap-3469_inv.jpg,1333,545
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 060_1381 2021-06-06 Snap-1130_inv.jpg,Ruff 060_1381 2021-06-06 Snap-1130_inv.jpg,060,Ruff 060_1381 2021-06-06 Snap-1130_inv.jpg,1381,546
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 195_1383 2021-10-20 Snap-2675_inv.jpg,Ruff 195_1383 2021-10-20 Snap-2675_inv.jpg,195,Ruff 195_1383 2021-10-20 Snap-2675_inv.jpg,1383,547
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 182_G200056 2021-10-12 Snap-2284_inv.jpg,Ruff 182_G200056 2021-10-12 Snap-2284_inv.jpg,182,Ruff 182_G200056 2021-10-12 Snap-2284_inv.jpg,G200056,548
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 131_1386 2021-07-12 Snap-1515_inv.jpg,Ruff 131_1386 2021-07-12 Snap-1515_inv.jpg,131,Ruff 131_1386 2021-07-12 Snap-1515_inv.jpg,1386,549
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 136_G200071 2021-07-19 Snap-1627_inv.jpg,Ruff 136_G200071 2021-07-19 Snap-1627_inv.jpg,136,Ruff 136_G200071 2021-07-19 Snap-1627_inv.jpg,G200071,550
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 193_1369 2021-10-18 Snap-2514_inv.jpg,Ruff 193_1369 2021-10-18 Snap-2514_inv.jpg,193,Ruff 193_1369 2021-10-18 Snap-2514_inv.jpg,1369,551
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 219_G200068 2021-10-12 Snap-2280_inv.jpg,Ruff 219_G200068 2021-10-12 Snap-2280_inv.jpg,219,Ruff 219_G200068 2021-10-12 Snap-2280_inv.jpg,G200068,552
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 205_1334 2021-10-25 Snap-2912_inv.jpg,Ruff 205_1334 2021-10-25 Snap-2912_inv.jpg,205,Ruff 205_1334 2021-10-25 Snap-2912_inv.jpg,1334,553
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 170_1380 2021-10-07 Snap-2211_inv.jpg,Ruff 170_1380 2021-10-07 Snap-2211_inv.jpg,170,Ruff 170_1380 2021-10-07 Snap-2211_inv.jpg,1380,554
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 151_G200063 2021-10-06 Snap-2110_inv.jpg,Ruff 151_G200063 2021-10-06 Snap-2110_inv.jpg,151,Ruff 151_G200063 2021-10-06 Snap-2110_inv.jpg,G200063,555
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 030_1399 2021-05-25 Snap-1058_inv.jpg,Ruff 030_1399 2021-05-25 Snap-1058_inv.jpg,030,Ruff 030_1399 2021-05-25 Snap-1058_inv.jpg,1399,556
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 078_1654 2021-06-10 Snap-1245_inv.jpg,Ruff 078_1654 2021-06-10 Snap-1245_inv.jpg,078,Ruff 078_1654 2021-06-10 Snap-1245_inv.jpg,1654,557
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 196_1371 2021-10-21 Snap-2712_inv.jpg,Ruff 196_1371 2021-10-21 Snap-2712_inv.jpg,196,Ruff 196_1371 2021-10-21 Snap-2712_inv.jpg,1371,558
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 155_A079561718 2021-07-20 Snap-1677_inv.jpg,Ruff 155_A079561718 2021-07-20 Snap-1677_inv.jpg,155,Ruff 155_A079561718 2021-07-20 Snap-1677_inv.jpg,A079561718,559
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 193_1369 2021-10-18 Snap-2500_inv.jpg,Ruff 193_1369 2021-10-18 Snap-2500_inv.jpg,193,Ruff 193_1369 2021-10-18 Snap-2500_inv.jpg,1369,560
