f,f2,sample_ID,file_name,bird_ID,id
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 056_1346 2021-06-06 Snap-1232_inv.jpg,Ruff 056_1346 2021-06-06 Snap-1232_inv.jpg,056,Ruff 056_1346 2021-06-06 Snap-1232_inv.jpg,1346,229
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 193_1369 2021-10-18 Snap-2503_inv.jpg,Ruff 193_1369 2021-10-18 Snap-2503_inv.jpg,193,Ruff 193_1369 2021-10-18 Snap-2503_inv.jpg,1369,230
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 050_952 2021-05-21 Snap-0932_inv.jpg,Ruff 050_952 2021-05-21 Snap-0932_inv.jpg,050,Ruff 050_952 2021-05-21 Snap-0932_inv.jpg,952,231
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 198_G200065 2021-10-21 Snap-2750_inv.jpg,Ruff 198_G200065 2021-10-21 Snap-2750_inv.jpg,198,Ruff 198_G200065 2021-10-21 Snap-2750_inv.jpg,G200065,232
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 026_1682 2021-05-20 Snap-0868_inv.jpg,Ruff 026_1682 2021-05-20 Snap-0868_inv.jpg,026,Ruff 026_1682 2021-05-20 Snap-0868_inv.jpg,1682,233
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 164_A079561656 2021-10-07 Snap-2147_inv.jpg,Ruff 164_A079561656 2021-10-07 Snap-2147_inv.jpg,164,Ruff 164_A079561656 2021-10-07 Snap-2147_inv.jpg,A079561656,234
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/6/Ruff 084_1375 2021-11-11 Snap-3370.jpg,Ruff 084_1375 2021-11-11 Snap-3370.jpg,084,Ruff 084_1375 2021-11-11 Snap-3370.jpg,1375,235
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 200_1300 2021-10-22 Snap-2836_inv.jpg,Ruff 200_1300 2021-10-22 Snap-2836_inv.jpg,200,Ruff 200_1300 2021-10-22 Snap-2836_inv.jpg,1300,236
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 171_A07422181 2021-10-11 Snap-2233_inv.jpg,Ruff 171_A07422181 2021-10-11 Snap-2233_inv.jpg,171,Ruff 171_A07422181 2021-10-11 Snap-2233_inv.jpg,A07422181,237
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 206_1367 2021-10-25 Snap-2953_inv.jpg,Ruff 206_1367 2021-10-25 Snap-2953_inv.jpg,206,Ruff 206_1367 2021-10-25 Snap-2953_inv.jpg,1367,238
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 077_1687 2021-06-04 Snap-1103_inv.jpg,Ruff 077_1687 2021-06-04 Snap-1103_inv.jpg,077,Ruff 077_1687 2021-06-04 Snap-1103_inv.jpg,1687,239
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 173_1336 2021-10-13 Snap-2367_inv.jpg,Ruff 173_1336 2021-10-13 Snap-2367_inv.jpg,173,Ruff 173_1336 2021-10-13 Snap-2367_inv.jpg,1336,240
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 149_1681 2021-10-06 Snap-2088_inv.jpg,Ruff 149_1681 2021-10-06 Snap-2088_inv.jpg,149,Ruff 149_1681 2021-10-06 Snap-2088_inv.jpg,1681,241
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 178_A03999183 2021-10-13 Snap-2381_inv.jpg,Ruff 178_A03999183 2021-10-13 Snap-2381_inv.jpg,178,Ruff 178_A03999183 2021-10-13 Snap-2381_inv.jpg,A03999183,242
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 192_1359 2021-10-19 Snap-2528_inv.jpg,Ruff 192_1359 2021-10-19 Snap-2528_inv.jpg,192,Ruff 192_1359 2021-10-19 Snap-2528_inv.jpg,1359,243
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 210_1385 2021-10-26 Snap-3053_inv.jpg,Ruff 210_1385 2021-10-26 Snap-3053_inv.jpg,210,Ruff 210_1385 2021-10-26 Snap-3053_inv.jpg,1385,244
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 163_G17267 2021-07-28 Snap-1752_inv.jpg,Ruff 163_G17267 2021-07-28 Snap-1752_inv.jpg,163,Ruff 163_G17267 2021-07-28 Snap-1752_inv.jpg,G17267,245
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 154_1368 2021-10-05 Snap-2060_inv.jpg,Ruff 154_1368 2021-10-05 Snap-2060_inv.jpg,154,Ruff 154_1368 2021-10-05 Snap-2060_inv.jpg,1368,246
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/6/Ruff 018_1307 2021-11-10 Snap-3281.jpg,Ruff 018_1307 2021-11-10 Snap-3281.jpg,018,Ruff 018_1307 2021-11-10 Snap-3281.jpg,1307,247
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 034_1361 2021-05-25 Snap-0992_inv.jpg,Ruff 034_1361 2021-05-25 Snap-0992_inv.jpg,034,Ruff 034_1361 2021-05-25 Snap-0992_inv.jpg,1361,248
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 142_G20005 2021-09-29 Snap-1913_inv.jpg,Ruff 142_G20005 2021-09-29 Snap-1913_inv.jpg,142,Ruff 142_G20005 2021-09-29 Snap-1913_inv.jpg,G20005,249
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 144_G200529 2021-09-30 Snap-1982_inv.jpg,Ruff 144_G200529 2021-09-30 Snap-1982_inv.jpg,144,Ruff 144_G200529 2021-09-30 Snap-1982_inv.jpg,G200529,250
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 147_A0414173NL 2021-10-04 Snap-2023_inv.jpg,Ruff 147_A0414173NL 2021-10-04 Snap-2023_inv.jpg,147,Ruff 147_A0414173NL 2021-10-04 Snap-2023_inv.jpg,A0414173NL,251
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 202_1398 2021-10-22 Snap-2851_inv.jpg,Ruff 202_1398 2021-10-22 Snap-2851_inv.jpg,202,Ruff 202_1398 2021-10-22 Snap-2851_inv.jpg,1398,252
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 050_952 2021-05-21 Snap-0940_inv.jpg,Ruff 050_952 2021-05-21 Snap-0940_inv.jpg,050,Ruff 050_952 2021-05-21 Snap-0940_inv.jpg,952,253
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 208_1348 2021-10-26 Snap-2992_inv.jpg,Ruff 208_1348 2021-10-26 Snap-2992_inv.jpg,208,Ruff 208_1348 2021-10-26 Snap-2992_inv.jpg,1348,254
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 050_952 2021-05-21 Snap-0916_inv.jpg,Ruff 050_952 2021-05-21 Snap-0916_inv.jpg,050,Ruff 050_952 2021-05-21 Snap-0916_inv.jpg,952,255
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 051_1310 2021-05-21 Snap-0912_inv.jpg,Ruff 051_1310 2021-05-21 Snap-0912_inv.jpg,051,Ruff 051_1310 2021-05-21 Snap-0912_inv.jpg,1310,256
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 186_1378 2021-10-28 Snap-3118_inv.jpg,Ruff 186_1378 2021-10-28 Snap-3118_inv.jpg,186,Ruff 186_1378 2021-10-28 Snap-3118_inv.jpg,1378,257
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 070_1302 2021-06-04 Snap-1109_inv.jpg,Ruff 070_1302 2021-06-04 Snap-1109_inv.jpg,070,Ruff 070_1302 2021-06-04 Snap-1109_inv.jpg,1302,258
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/7/Ruff 101_320 2021-03-14 Snap-3485_inv.jpg,Ruff 101_320 2021-03-14 Snap-3485_inv.jpg,101,Ruff 101_320 2021-03-14 Snap-3485_inv.jpg,320,259
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 194_G200061 2021-10-20 Snap-2626_inv.jpg,Ruff 194_G200061 2021-10-20 Snap-2626_inv.jpg,194,Ruff 194_G200061 2021-10-20 Snap-2626_inv.jpg,G200061,260
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 158_1377 2021-07-21 Snap-1656_inv.jpg,Ruff 158_1377 2021-07-21 Snap-1656_inv.jpg,158,Ruff 158_1377 2021-07-21 Snap-1656_inv.jpg,1377,261
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 159_G200059 2021-07-26 Snap-1705_inv.jpg,Ruff 159_G200059 2021-07-26 Snap-1705_inv.jpg,159,Ruff 159_G200059 2021-07-26 Snap-1705_inv.jpg,G200059,262
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 159_G200059 2021-07-26 Snap-1712_inv.jpg,Ruff 159_G200059 2021-07-26 Snap-1712_inv.jpg,159,Ruff 159_G200059 2021-07-26 Snap-1712_inv.jpg,G200059,263
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 185_1382 2021-10-14 Snap-2442_inv.jpg,Ruff 185_1382 2021-10-14 Snap-2442_inv.jpg,185,Ruff 185_1382 2021-10-14 Snap-2442_inv.jpg,1382,264
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 134_G200531 2021-07-13 Snap-1551_inv.jpg,Ruff 134_G200531 2021-07-13 Snap-1551_inv.jpg,134,Ruff 134_G200531 2021-07-13 Snap-1551_inv.jpg,G200531,265
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 133_1333 2021-07-13 Snap-1538_inv.jpg,Ruff 133_1333 2021-07-13 Snap-1538_inv.jpg,133,Ruff 133_1333 2021-07-13 Snap-1538_inv.jpg,1333,266
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 135_G200062 2021-07-14 Snap-1597_inv.jpg,Ruff 135_G200062 2021-07-14 Snap-1597_inv.jpg,135,Ruff 135_G200062 2021-07-14 Snap-1597_inv.jpg,G200062,267
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 070_1302 2021-06-04 Snap-1112_inv.jpg,Ruff 070_1302 2021-06-04 Snap-1112_inv.jpg,070,Ruff 070_1302 2021-06-04 Snap-1112_inv.jpg,1302,268
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 146_G200064 2021-10-04 Snap-1997_inv.jpg,Ruff 146_G200064 2021-10-04 Snap-1997_inv.jpg,146,Ruff 146_G200064 2021-10-04 Snap-1997_inv.jpg,G200064,269
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 060_1381 2021-06-06 Snap-1128_inv.jpg,Ruff 060_1381 2021-06-06 Snap-1128_inv.jpg,060,Ruff 060_1381 2021-06-06 Snap-1128_inv.jpg,1381,270
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 028_1659 2021-05-20 Snap-0790_inv.jpg,Ruff 028_1659 2021-05-20 Snap-0790_inv.jpg,028,Ruff 028_1659 2021-05-20 Snap-0790_inv.jpg,1659,271
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 078_1654 2021-06-10 Snap-1247_inv.jpg,Ruff 078_1654 2021-06-10 Snap-1247_inv.jpg,078,Ruff 078_1654 2021-06-10 Snap-1247_inv.jpg,1654,272
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 125_G14223 2021-06-17 Snap-1352_inv.jpg,Ruff 125_G14223 2021-06-17 Snap-1352_inv.jpg,125,Ruff 125_G14223 2021-06-17 Snap-1352_inv.jpg,G14223,273
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 125_G14223 2021-06-17 Snap-1334_inv.jpg,Ruff 125_G14223 2021-06-17 Snap-1334_inv.jpg,125,Ruff 125_G14223 2021-06-17 Snap-1334_inv.jpg,G14223,274
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 225_1360 2021-10-14 Snap-2421_inv.jpg,Ruff 225_1360 2021-10-14 Snap-2421_inv.jpg,225,Ruff 225_1360 2021-10-14 Snap-2421_inv.jpg,1360,275
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 056_1346 2021-06-06 Snap-1207_inv.jpg,Ruff 056_1346 2021-06-06 Snap-1207_inv.jpg,056,Ruff 056_1346 2021-06-06 Snap-1207_inv.jpg,1346,276
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 021_1345 2021-05-19 Snap-0697_inv.jpg,Ruff 021_1345 2021-05-19 Snap-0697_inv.jpg,021,Ruff 021_1345 2021-05-19 Snap-0697_inv.jpg,1345,277
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 182_G200056 2021-10-12 Snap-2305_inv.jpg,Ruff 182_G200056 2021-10-12 Snap-2305_inv.jpg,182,Ruff 182_G200056 2021-10-12 Snap-2305_inv.jpg,G200056,278
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 205_1334 2021-10-25 Snap-2910_inv.jpg,Ruff 205_1334 2021-10-25 Snap-2910_inv.jpg,205,Ruff 205_1334 2021-10-25 Snap-2910_inv.jpg,1334,279
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 154_1368 2021-10-05 Snap-2069_inv.jpg,Ruff 154_1368 2021-10-05 Snap-2069_inv.jpg,154,Ruff 154_1368 2021-10-05 Snap-2069_inv.jpg,1368,280
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 225_1360 2021-10-14 Snap-2436_inv.jpg,Ruff 225_1360 2021-10-14 Snap-2436_inv.jpg,225,Ruff 225_1360 2021-10-14 Snap-2436_inv.jpg,1360,281
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 205_1334 2021-10-25 Snap-2911_inv.jpg,Ruff 205_1334 2021-10-25 Snap-2911_inv.jpg,205,Ruff 205_1334 2021-10-25 Snap-2911_inv.jpg,1334,282
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 182_G200056 2021-10-12 Snap-2306_inv.jpg,Ruff 182_G200056 2021-10-12 Snap-2306_inv.jpg,182,Ruff 182_G200056 2021-10-12 Snap-2306_inv.jpg,G200056,283
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 078_1654 2021-06-10 Snap-1244_inv.jpg,Ruff 078_1654 2021-06-10 Snap-1244_inv.jpg,078,Ruff 078_1654 2021-06-10 Snap-1244_inv.jpg,1654,284
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 030_1399 2021-05-25 Snap-1067_inv.jpg,Ruff 030_1399 2021-05-25 Snap-1067_inv.jpg,030,Ruff 030_1399 2021-05-25 Snap-1067_inv.jpg,1399,285
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 167_A079561654 2021-10-07 Snap-2186_inv.jpg,Ruff 167_A079561654 2021-10-07 Snap-2186_inv.jpg,167,Ruff 167_A079561654 2021-10-07 Snap-2186_inv.jpg,A079561654,286
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 137_A059381830 2021-07-20 Snap-1657_inv.jpg,Ruff 137_A059381830 2021-07-20 Snap-1657_inv.jpg,137,Ruff 137_A059381830 2021-07-20 Snap-1657_inv.jpg,A059381830,287
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 005_1304 2021-05-18 Snap-0649_inv.jpg,Ruff 005_1304 2021-05-18 Snap-0649_inv.jpg,005,Ruff 005_1304 2021-05-18 Snap-0649_inv.jpg,1304,288
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 185_1382 2021-10-14 Snap-2450_inv.jpg,Ruff 185_1382 2021-10-14 Snap-2450_inv.jpg,185,Ruff 185_1382 2021-10-14 Snap-2450_inv.jpg,1382,289
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 191_1351 2021-10-19 Snap-2577_inv.jpg,Ruff 191_1351 2021-10-19 Snap-2577_inv.jpg,191,Ruff 191_1351 2021-10-19 Snap-2577_inv.jpg,1351,290
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 005_1304 2021-05-18 Snap-0671_inv.jpg,Ruff 005_1304 2021-05-18 Snap-0671_inv.jpg,005,Ruff 005_1304 2021-05-18 Snap-0671_inv.jpg,1304,291
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 140_1372 2021-09-28 Snap-1874_inv.jpg,Ruff 140_1372 2021-09-28 Snap-1874_inv.jpg,140,Ruff 140_1372 2021-09-28 Snap-1874_inv.jpg,1372,292
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 067_1320 2021-06-06 Snap-1105_inv.jpg,Ruff 067_1320 2021-06-06 Snap-1105_inv.jpg,067,Ruff 067_1320 2021-06-06 Snap-1105_inv.jpg,1320,293
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 060_1381 2021-06-06 Snap-1142_inv.jpg,Ruff 060_1381 2021-06-06 Snap-1142_inv.jpg,060,Ruff 060_1381 2021-06-06 Snap-1142_inv.jpg,1381,294
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 186_1378 2021-10-28 Snap-3127_inv.jpg,Ruff 186_1378 2021-10-28 Snap-3127_inv.jpg,186,Ruff 186_1378 2021-10-28 Snap-3127_inv.jpg,1378,295
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 041_cz005 2021-05-25 Snap-1016_inv.jpg,Ruff 041_cz005 2021-05-25 Snap-1016_inv.jpg,041,Ruff 041_cz005 2021-05-25 Snap-1016_inv.jpg,cz005,296
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 134_G200531 2021-07-13 Snap-1569_inv.jpg,Ruff 134_G200531 2021-07-13 Snap-1569_inv.jpg,134,Ruff 134_G200531 2021-07-13 Snap-1569_inv.jpg,G200531,297
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 225_1360 2021-10-14 Snap-2424_inv.jpg,Ruff 225_1360 2021-10-14 Snap-2424_inv.jpg,225,Ruff 225_1360 2021-10-14 Snap-2424_inv.jpg,1360,298
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/6/Ruff 088_1316 2021-11-10 Snap-3294.jpg,Ruff 088_1316 2021-11-10 Snap-3294.jpg,088,Ruff 088_1316 2021-11-10 Snap-3294.jpg,1316,299
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 030_1399 2021-05-25 Snap-1050_inv.jpg,Ruff 030_1399 2021-05-25 Snap-1050_inv.jpg,030,Ruff 030_1399 2021-05-25 Snap-1050_inv.jpg,1399,300
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 055_1305 2021-05-21 Snap-0966_inv.jpg,Ruff 055_1305 2021-05-21 Snap-0966_inv.jpg,055,Ruff 055_1305 2021-05-21 Snap-0966_inv.jpg,1305,301
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 199_G200060 2021-10-21 Snap-2796_inv.jpg,Ruff 199_G200060 2021-10-21 Snap-2796_inv.jpg,199,Ruff 199_G200060 2021-10-21 Snap-2796_inv.jpg,G200060,302
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 129_G200070 2021-06-18 Snap-1482_inv.jpg,Ruff 129_G200070 2021-06-18 Snap-1482_inv.jpg,129,Ruff 129_G200070 2021-06-18 Snap-1482_inv.jpg,G200070,303
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 163_G17267 2021-07-28 Snap-1766_inv.jpg,Ruff 163_G17267 2021-07-28 Snap-1766_inv.jpg,163,Ruff 163_G17267 2021-07-28 Snap-1766_inv.jpg,G17267,304
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 140_1372 2021-09-28 Snap-1861_inv.jpg,Ruff 140_1372 2021-09-28 Snap-1861_inv.jpg,140,Ruff 140_1372 2021-09-28 Snap-1861_inv.jpg,1372,305
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 151_G200063 2021-10-06 Snap-2096_inv.jpg,Ruff 151_G200063 2021-10-06 Snap-2096_inv.jpg,151,Ruff 151_G200063 2021-10-06 Snap-2096_inv.jpg,G200063,306
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 125_G14223 2021-06-17 Snap-1331_inv.jpg,Ruff 125_G14223 2021-06-17 Snap-1331_inv.jpg,125,Ruff 125_G14223 2021-06-17 Snap-1331_inv.jpg,G14223,307
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 078_1654 2021-06-10 Snap-1250_inv.jpg,Ruff 078_1654 2021-06-10 Snap-1250_inv.jpg,078,Ruff 078_1654 2021-06-10 Snap-1250_inv.jpg,1654,308
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/6/Ruff 068_1689 2021-11-11 Snap-3341.jpg,Ruff 068_1689 2021-11-11 Snap-3341.jpg,068,Ruff 068_1689 2021-11-11 Snap-3341.jpg,1689,309
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 138_G200532 2021-09-27 Snap-1817_inv.jpg,Ruff 138_G200532 2021-09-27 Snap-1817_inv.jpg,138,Ruff 138_G200532 2021-09-27 Snap-1817_inv.jpg,G200532,310
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 185_1382 2021-10-14 Snap-2460_inv.jpg,Ruff 185_1382 2021-10-14 Snap-2460_inv.jpg,185,Ruff 185_1382 2021-10-14 Snap-2460_inv.jpg,1382,311
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 051_1310 2021-05-21 Snap-0909_inv.jpg,Ruff 051_1310 2021-05-21 Snap-0909_inv.jpg,051,Ruff 051_1310 2021-05-21 Snap-0909_inv.jpg,1310,312
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/7/Ruff 101_320 2021-03-14 Snap-3494_inv.jpg,Ruff 101_320 2021-03-14 Snap-3494_inv.jpg,101,Ruff 101_320 2021-03-14 Snap-3494_inv.jpg,320,313
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 159_G200059 2021-07-26 Snap-1714_inv.jpg,Ruff 159_G200059 2021-07-26 Snap-1714_inv.jpg,159,Ruff 159_G200059 2021-07-26 Snap-1714_inv.jpg,G200059,314
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 205_1334 2021-10-25 Snap-2904_inv.jpg,Ruff 205_1334 2021-10-25 Snap-2904_inv.jpg,205,Ruff 205_1334 2021-10-25 Snap-2904_inv.jpg,1334,315
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 034_1361 2021-05-25 Snap-1005_inv.jpg,Ruff 034_1361 2021-05-25 Snap-1005_inv.jpg,034,Ruff 034_1361 2021-05-25 Snap-1005_inv.jpg,1361,316
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 026_1682 2021-05-20 Snap-0875_inv.jpg,Ruff 026_1682 2021-05-20 Snap-0875_inv.jpg,026,Ruff 026_1682 2021-05-20 Snap-0875_inv.jpg,1682,317
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 211_1395 2021-10-27 Snap-3070_inv.jpg,Ruff 211_1395 2021-10-27 Snap-3070_inv.jpg,211,Ruff 211_1395 2021-10-27 Snap-3070_inv.jpg,1395,318
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 137_A059381830 2021-07-20 Snap-1656_inv.jpg,Ruff 137_A059381830 2021-07-20 Snap-1656_inv.jpg,137,Ruff 137_A059381830 2021-07-20 Snap-1656_inv.jpg,A059381830,319
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 041_cz005 2021-05-25 Snap-1020_inv.jpg,Ruff 041_cz005 2021-05-25 Snap-1020_inv.jpg,041,Ruff 041_cz005 2021-05-25 Snap-1020_inv.jpg,cz005,320
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 127_AIFA-016507 2021-06-18 Snap-1406_inv.jpg,Ruff 127_AIFA-016507 2021-06-18 Snap-1406_inv.jpg,127,Ruff 127_AIFA-016507 2021-06-18 Snap-1406_inv.jpg,AIFA-016507,321
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/1/Ruff 001_1649 2021-11-05 Snap-3254_inv.jpg,Ruff 001_1649 2021-11-05 Snap-3254_inv.jpg,001,Ruff 001_1649 2021-11-05 Snap-3254_inv.jpg,1649,322
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/2/Ruff 125_G14223 2021-06-17 Snap-1341_inv.jpg,Ruff 125_G14223 2021-06-17 Snap-1341_inv.jpg,125,Ruff 125_G14223 2021-06-17 Snap-1341_inv.jpg,G14223,323
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 146_G200064 2021-10-04 Snap-2010_inv.jpg,Ruff 146_G200064 2021-10-04 Snap-2010_inv.jpg,146,Ruff 146_G200064 2021-10-04 Snap-2010_inv.jpg,G200064,324
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 178_A03999183 2021-10-13 Snap-2391_inv.jpg,Ruff 178_A03999183 2021-10-13 Snap-2391_inv.jpg,178,Ruff 178_A03999183 2021-10-13 Snap-2391_inv.jpg,A03999183,325
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/4/Ruff 178_A03999183 2021-10-13 Snap-2385_inv.jpg,Ruff 178_A03999183 2021-10-13 Snap-2385_inv.jpg,178,Ruff 178_A03999183 2021-10-13 Snap-2385_inv.jpg,A03999183,326
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/5/Ruff 206_1367 2021-10-25 Snap-2938_inv.jpg,Ruff 206_1367 2021-10-25 Snap-2938_inv.jpg,206,Ruff 206_1367 2021-10-25 Snap-2938_inv.jpg,1367,327
/ds/raw_data_kemp/LAB/Ruff_Sperm_Project/all_photos/3/Ruff 139_G200073 2021-09-28 Snap-1842_inv.jpg,Ruff 139_G200073 2021-09-28 Snap-1842_inv.jpg,139,Ruff 139_G200073 2021-09-28 Snap-1842_inv.jpg,G200073,328
