response,est,lwr,upr,bf,prob,Rhat_no,Rhat_yes
Average path,0.0238712300901675,5.11188176910981e-05,0.174121380805615,16.3568487567449,0.947957166915239,1.00021490021086,0.999787485581093
Straight line,0.0190100941842562,5.07780645783765e-05,0.168791125327248,14.5971781930413,0.93733279985384,1.00101561256644,0.999853777682528
Curvilinear,0.018305263219825,6.75217308807721e-05,0.155900560216493,21.6020671723481,0.951464367351469,1.00000681709026,0.999978368336103
